Sun Jul  5 22:11:38 2026    profile.prof

         5343471 function calls (5336900 primitive calls) in 66.418 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    33/18    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\units.py:164(get_converter)
      345    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\_methods.py:42(_amax)
       78    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:786(unit)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:647(<listcomp>)
5321/5242    0.001    0.000    0.001    0.000 {built-in method builtins.len}
      570    0.001    0.000    0.001    0.000 {method 'getint' of '_tkinter.tkapp' objects}
       23    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\re.py:249(compile)
        2    0.000    0.000    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:1579(_cached_realpath)
       27    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\ImageFile.py:435(load_prepare)
       33    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:941(set_history_buttons)
  663/540    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:165(_invalidate_internal)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_axes.py:118(set_title)
  386/215    0.001    0.000    0.001    0.000 {built-in method _abc._abc_subclasscheck}
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:450(_get_text1_transform)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\backend_gtk4.py:1(<module>)
       48    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1191(winfo_rgb)
       36    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1870(inverted)
       96    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:300(xmin)
        9    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\patches.py:654(get_window_extent)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1688(__init__)
       42    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:2329(resize)
       12    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:1685(__setitem__)
       27    0.001    0.000    0.001    0.000 {built-in method PIL._imaging.zip_decoder}
      867    0.001    0.000    0.001    0.000 {method 'match' of 're.Pattern' objects}
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:3930(set_ybound)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:3017(__init__)
      942    0.001    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\weakref.py:452(get)
       93    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1108(set_fontsize)
      150    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1292(_preprocess_math)
     2343    0.001    0.000    0.001    0.000 {built-in method builtins.hasattr}
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:1579(_set_title_offset_trans)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:873(set_figure)
        3    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\linalg\_linalg.py:496(inv)
      126    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:610(__call__)
      105    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:305(ymin)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:1074(get_yaxis_text1_transform)
     5085    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
       66    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\patches.py:792(_convert_units)
      432    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:1349(<genexpr>)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\category.py:184(_str_is_convertible)
      228    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\markers.py:275(_set_fillstyle)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:3288(frombuffer)
        2    0.001    0.001    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\dtypes\missing.py:305(_isna_string_dtype)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:650(<listcomp>)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:453(_get_text2_transform)
       27    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:797(_is_dark)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:648(<listcomp>)
       15    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\PngImagePlugin.py:1127(putchunk)
        2    0.001    0.000    0.001    0.001 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:179(__new__)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\dateutil\parser\_parser.py:1270(parse)
        1    0.001    0.001    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\managers.py:2209(_form_blocks)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:325(max)
       48    0.001    0.000    0.001    0.000 {method 'close' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:1854(set_units)
      252    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:1057(set_visible)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:649(<listcomp>)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\dateutil\parser\_parser.py:572(parse)
      906    0.001    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1446(debug)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:2184(_setup_new_guiapp)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:779(_add_axes_internal)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\lib\_function_base_impl.py:2524(_get_ufunc_and_otypes)
       99    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1040(set_linespacing)
        9    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\path.py:627(get_extents)
       36    0.000    0.000    0.001    0.000 {method 'clip' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\_api\__init__.py:228(__getattr__)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\__init__.py:240(<lambda>)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\__init__.py:212(_get_version)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:3986(set_ylim)
       96    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:310(xmax)
      333    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\__init__.py:1342(is_interactive)
       39    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2409(pack_configure)
        9    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:2536(_get_formatter)
      144    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2918(_interval_contains_close)
        3    0.001    0.000    0.001    0.000 {built-in method numpy.frompyfunc}
       27    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:406(update_position)
       78    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:937(_set_gc_clip)
        9    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:161(__init__)
        3    0.001    0.000    0.001    0.000 {built-in method matplotlib._c_internal_utils.Win32_GetCurrentProcessExplicitAppUserModelID}
       84    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:1126(set_zorder)
       48    0.001    0.000    0.001    0.000 {method 'convert2' of 'ImagingCore' objects}
      186    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:753(get_transform)
       41    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:1101(get_yaxis_text2_transform)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\indexing.py:1177(__getitem__)
       45    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1088(__init__)
        2    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\os.py:200(makedirs)
     4992    0.001    0.000    0.001    0.000 {built-in method builtins.id}
       15    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:2349(setter)
       36    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\_methods.py:99(_clip)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:2825(__init__)
      186    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:968(load)
       27    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:793(_get_color)
      752    0.001    0.000    0.001    0.000 {built-in method builtins.max}
      267    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:784(set_family)
       42    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:1705(_safe_first_finite)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\indexing.py:1720(_getitem_axis)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\dateutil\parser\_parser.py:666(_parse)
        5    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\dtypes\cast.py:1166(maybe_infer_to_datetimelike)
      504    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\copy.py:264(<genexpr>)
     1074    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:725(get_figure)
       60    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2576(__init__)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\indexing.py:1757(_get_slice_axis)
      117    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\units.py:56(_is_natively_supported)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\managers.py:1801(_consolidate_inplace)
       99    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\lines.py:752(set_transform)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\managers.py:1783(is_consolidated)
      135    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:798(set_style)
        9    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:3139(__init__)
        9    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:937(parse)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\PngImagePlugin.py:1145(write)
      261    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\lines.py:89(_scale_dashes)
       99    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:901(get_unitless_position)
    57/33    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2378(__eq__)
      249    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:1334(is_math_text)
      274    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:1347(_to_unmasked_float_array)
      192    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1259(set_verticalalignment)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\category.py:170(__init__)
       21    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\spines.py:235(_adjust_location)
      213    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\scale.py:132(get_transform)
        9    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:395(_apply_tickdir)
      327    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:282(convert_yunits)
       33    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1522(_get_spec)
       85    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\_api\__init__.py:147(check_shape)
      198    0.001    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:101(_cnfmerge)
      582    0.001    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\copyreg.py:100(__newobj__)
       78    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:848(set_clip_path)
      111    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:678(_new)
      153    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2249(get_affine)
     2793    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:294(axes)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:2916(__init__)
      546    0.001    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\copy.py:243(_keep_alive)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:1709(sca)
      717    0.001    0.000    0.001    0.000 {built-in method numpy.asanyarray}
     1039    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:1860(_str_equal)
      432    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1216(set_y)
       99    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\lines.py:1241(set_markerfacecolor)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:883(_Spacer)
     1194    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x00007FF8CD54A920}
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:2056(__init__)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:3339(<lambda>)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\pathlib.py:1062(resolve)
        9    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:1185(_set_position)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:2642(notify_axes_change)
       48    0.001    0.000    0.001    0.000 {method 'write' of '_io.BufferedRandom' objects}
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\genericpath.py:16(exists)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:3243(signature)
       18    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:2229(mpl_connect)
     13/9    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:435(_parse_sub)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:3261(update)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:2116(set_params)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\fromnumeric.py:2879(cumsum)
       85    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\path.py:202(_update_values)
      126    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:552(_format_maybe_minus_and_locale)
        3    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:1240(_gen_axes_patch)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:2989(from_callable)
       99    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1330(set_usetex)
      195    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1010(set_horizontalalignment)
      105    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:1227(set_rotation)
       72    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2667(__init__)
     12/6    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:2369(_signature_from_callable)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2780(get_transformed_points_and_affine)
       30    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\bezier.py:199(__init__)
       27    0.001    0.000    0.001    0.000 {built-in method PIL._imaging.new}
       66    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\getlimits.py:621(tiny)
      132    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:1610(<genexpr>)
       45    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1613(transform_path_non_affine)
        9    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1720(set)
    87/45    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:964(get_xaxis_transform)
       15    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\cycler\__init__.py:416(by_key)
       33    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:305(_connect_picklable)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\backend_macosx.py:1(<module>)
        9    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:598(_code)
      168    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2413(transform_non_affine)
      135    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\font_manager.py:811(set_variant)
       10    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\re.py:187(match)
       81    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\PngImagePlugin.py:207(crc)
    14/10    0.000    0.000    0.001    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:493(_parse)
       60    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:711(_get_axis_name)
       33    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
       30    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:3733(_validate_converted_limits)
       99    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\lines.py:1143(set_linewidth)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\indexes\base.py:4198(_validate_positional_slice)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\dateutil\parser\_parser.py:199(split)
       57    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:133(_weak_or_strong_ref)
       66    0.001    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\getlimits.py:598(smallest_normal)
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:1936(apply_aspect)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:2767(_revalidate)
       67    0.001    0.000    0.001    0.000 {built-in method numpy.arange}
        6    0.001    0.000    0.001    0.000 {method 'cumsum' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1819(parse_args)
