Sun Jul  5 22:11:38 2026    profile.prof

         5343471 function calls (5336900 primitive calls) in 66.418 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\category.py:111(_validate_unit)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_tools.py:52(_register_tool_class)
        3    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\weakref.py:418(__len__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\path.py:364(__len__)
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1010(minposx)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\projections\__init__.py:110(get_projection_class)
        1    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\font.py:50(_set)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:816(get_color)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\csvs.py:190(data_index)
       33    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:152(<dictcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\units.py:79(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:673(isDefault_majloc)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:580(format)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\managers.py:2196(_grouping_func)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:362(__subclasshook__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:936(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\indexes\base.py:912(__len__)
       27    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\dtypes\common.py:1341(is_ea_or_datetimelike_dtype)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:759(focus_set)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:277(isfunction)
       30    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
        6    0.000    0.000    0.000    0.000 {method 'interpaddr' of '_tkinter.tkapp' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:413(<listcomp>)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:76(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:432(_uniq)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\gridspec.py:541(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\ImageMath.py:30(_Operand)
       27    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\numeric.py:2333(_isclose_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:3101(<genexpr>)
        9    0.000    0.000    0.000    0.000 <frozen zipimport>:362(_is_dir)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\blocks.py:2868(extend_blocks)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\pyplot.py:1131(get_fignums)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\gridspec.py:766(update)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\patches.py:826(rotation_point)
        4    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\blocks.py:216(is_extension)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.lib.array_utils.normalize_axis_index}
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\_config\config.py:676(_translate_key)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\text.py:580(_update_clip_properties)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:491(FigureManagerTk)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:571(_metavar_formatter)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:302(get_next_color)
       22    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {built-in method sys._current_frames}
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1566(_get_handler)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\bezier.py:242(degree)
       36    0.000    0.000    0.000    0.000 {built-in method math.floor}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\common.py:292(is_fsspec_url)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        4    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\dtypes\common.py:531(is_string_or_object_np_dtype)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\lines.py:624(get_markevery)
       19    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       10    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\dateutil\parser\_parser.py:208(isnum)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\pathlib.py:525(__getitem__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\PngImagePlugin.py:1162(_apply_encoderinfo)
        9    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       30    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1575(_check_conflict)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\locale.py:396(normalize)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:203(__init__)
       10    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\dateutil\parser\_parser.py:213(isspace)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\filedialog.py:33(FileDialog)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\six.py:194(find_spec)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\dateutil\parser\_parser.py:329(month)
       27    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\ticker.py:1821(tick_values)
       30    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:586(flipy)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:1182(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:596(get_url)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:370(blocked)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\lines.py:916(get_drawstyle)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:162(<genexpr>)
       27    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\typing.py:698(__eq__)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:81(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\blocks.py:221(_can_consolidate)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\backend_agg.py:57(RendererAgg)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\format.py:582(_calc_max_cols_fitted)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:228(_releaseLock)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:83(as_list)
        7    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:1687(_static_getmro)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:681(isDefault_majfmt)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:126(__eq__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:260(x1)
        9    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.TextIOWrapper' objects}
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\flags.py:51(__init__)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\ImageFile.py:177(__enter__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:962(y1)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:996(ToolbarTk)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\font.py:26(Font)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\lib\_version.py:62(<listcomp>)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\markers.py:355(get_alt_path)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\generic.py:589(_get_axis)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:345(<dictcomp>)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\dateutil\parser\_parser.py:342(ampm)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\contextlib.py:452(__init__)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:340(<dictcomp>)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\ntpath.py:289(expanduser)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\dateutil\parser\_parser.py:319(jump)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\pyplot.py:448(backend_mod)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\__init__.py:681(_set)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:995(minpos)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\format.py:650(truncate)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\markers.py:296(get_marker)
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:816(_set_autoscale_on)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\contextlib.py:514(_push_exit_callback)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\lib\_stride_tricks_impl.py:345(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\dtypes\inference.py:334(is_hashable)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\constants.py:1(<module>)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:3846(register_mime)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:327(<dictcomp>)
       11    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:2178(_parse_optional)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:1708(_is_type)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:4391(PanedWindow)
       27    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\multiarray.py:690(result_type)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\fromnumeric.py:2958(_ptp_dispatcher)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\scale.py:95(limit_range_for_scale)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\widgets.py:38(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:1471(__init__)
        7    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:2039(<listcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\Image.py:3861(register_save)
        6    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\font.py:118(__del__)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\markers.py:336(get_path)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:197(<dictcomp>)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\_config\__init__.py:55(using_string_dtype)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:632(_is_wrapper)
       32    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:2678(name)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:649(NavigationToolbar2Tk)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1811(_get_positional_actions)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:3296(Menu)
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\lib\_stride_tricks_impl.py:24(_maybe_view_as_subclass)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\construction.py:950(_validate_or_indexify_columns)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:65(_combine_flags)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\linalg\_linalg.py:123(_makearray)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\indexes\range.py:999(__len__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:648(__len__)
        3    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:345(Variable)
        4    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\construction.py:416(extract_array)
       18    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axis.py:812(_get_autoscale_on)
        4    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\logging\__init__.py:1246(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\_pylab_helpers.py:33(get_fig_manager)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\category.py:121(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\container.py:16(__new__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\cbook.py:2065(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\functools.py:935(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:1081(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\lib\_function_base_impl.py:2265(_get_vectorize_dtype)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\pathlib.py:863(parent)
       23    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:921(<dictcomp>)
       21    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\spines.py:200(get_path)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:2501(Grid)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\generic.py:595(_get_block_manager_axis)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1025(minposy)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backend_bases.py:1736(_fix_ipython_backend2gui)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\argparse.py:2010(consume_positionals)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\gridspec.py:74(get_geometry)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\managers.py:967(from_blocks)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\gridspec.py:122(set_height_ratios)
       16    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       17    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_compile.py:453(_get_iscased)
        5    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\_config\config.py:617(_select_options)
       24    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\colorizer.py:87(norm)
        7    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\backends\_backend_tk.py:192(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:3180(Listbox)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\internals\blocks.py:1319(iget)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\format.py:626(_is_in_terminal)
       15    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\artist.py:1364(get_mouseover)
        4    0.000    0.000    0.000    0.000 {method 'globalunsetvar' of '_tkinter.tkapp' objects}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\tkinter\__init__.py:4189(Spinbox)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:79(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:163(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\io.py:60(__getattr__)
        6    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\_collections_abc.py:381(__subclasshook__)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\dtypes\common.py:1272(is_1d_only_ea_dtype)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\enum.py:415(__getattr__)
        9    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\numpy\_core\multiarray.py:1098(copyto)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\axes\_base.py:3574(set_axis_on)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\spines.py:552(__init__)
        9    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
       12    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\transforms.py:1758(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\matplotlib\figure.py:91(bubble)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\csvs.py:174(_initialize_chunksize)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\io\formats\format.py:550(_initialize_columns)
        3    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\PIL\PngImagePlugin.py:289(__init__)
       10    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\sre_parse.py:295(_class_escape)
       25    0.000    0.000    0.000    0.000 C:\Users\Admin\AppData\Local\Programs\Python\Python310\lib\inspect.py:2690(kind)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\PycharmProjects\PythonProject4test\.venv\lib\site-packages\pandas\core\generic.py:4401(_set_is_copy)
